customer_id,plan_type,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned
CUS0003140,standard,64,42.01,11.25,850,27,14,2,0
CUS0007155,Standard,21,33.68,5.19,827,76,49,5,1
CUS0006278,standard,23,65.34,11.25,238,182,18,1,0
CUS0002644,basic,38,16.75,3.2,632,1,6,1,0
CUS0004375,basic,66,15.03,,418,65,3,3,0
CUS0006873,standard,1,63.32,5.85,693,229,7,1,0
CUS0004228,basic,36,22.92,13.86,206,112,13,0,0
CUS0002721,basic,59,23.16,3.48,290,82,22,1,0
CUS0003713,basic,58,28.15,14.06,639,36,5,1,0
CUS0007942,standard,45,64.49,17.31,748,161,9,0,0
CUS0000173,standard,28,48.02,11.7,577,112,13,2,0
CUS0007216,BASIC,47,11.25,7.31,452,148,32,4,0
CUS0002719,premium,55,116.03,2.02,602,267,33,0,0
CUS0002226,standard,58,51.79,7.86,775,172,24,3,0
CUS0001713,premium,69,84.57,10.59,569,19,49,3,0
CUS0006313,standard,51,42.12,1.08,749,104,22,0,0
CUS0002149,STANDARD,55,36.18,0.0,53,246,3,1,0
CUS0004653,standard,64,44.69,8.04,427,36,56,1,0
CUS0000555, basic,71,20.15,1.48,294,29,4,1,0
CUS0005535,standard,2,65.21,7.38,407,38,31,4,1
CUS0002301,standard,2,64.31,9.3,117,214,47,1,0
CUS0005770,basic,72,17.91,20.89,642,127,7,3,0
CUS0003959,premium,34,96.05,11.58,993,64,9,0,0
CUS0003808,basic,14,28.41,11.75,687,290,35,0,0
CUS0007966,premium,15,83.96,11.02,544,43,11,0,0
CUS0007608,basic,5,26.87,11.03,687,117,17,0,0
CUS0007954,basic,64,23.55,4.35,258,211,28,2,0
CUS0001999,standard,1,45.51,11.59,584,281,44,0,1
CUS0001787, standard,68,57.06,0.0,937,137,15,6,1
CUS0006117,basic,50,15.81,14.98,261,121,53,0,0
CUS0002731, premium,52,96.88,12.25,262,241,41,3,0
CUS0002851,standard,68,42.15,16.08,320,296,53,1,0
CUS0000142,premium,49,93.45,6.16,896,262,6,0,0
CUS0000086,basic,29,27.95,16.39,575,274,19,2,0
CUS0004300,basic,1,21.84,14.64,529,235,31,1,0
CUS0003452,basic,30,24.84,0.0,611,297,65,0,1
CUS0003073,premium,39,109.8,9.72,594,62,23,4,0
CUS0005057,standard,26,36.01,10.5,912,223,74,4,1
CUS0002984,premium,61,115.88,,441,216,5,0,0
CUS0001393,basic,64,,4.22,306,115,17,0,0
CUS0002964,basic,52,13.19,7.02,25,129,24,3,0
CUS0002924,premium,19,88.51,5.17,187,24,51,0,0
CUS0004490,basic,58,15.34,9.12,60,243,7,0,0
CUS0006200,basic,65,21.58,0.0,543,293,11,2,0
CUS0000292,standard,12,54.68,18.29,71,290,3,0,0
CUS0006753,basic,43,10.84,6.42,267,76,44,4,1
CUS0007718,Basic,59,,10.05,762,249,26,0,0
CUS0006778,basic,9,22.71,20.38,404,220,25,0,0
CUS0003372, basic,19,16.33,13.07,379,58,2,0,0
CUS0002885,basic,39,24.29,10.42,472,265,12,0,0
CUS0001474,BASIC,4,15.95,22.45,585,242,26,2,0
CUS0007484, basic,51,22.44,13.61,824,31,11,0,0
CUS0005217,basic,5,27.59,9.64,464,194,29,0,1
CUS0001385,premium,27,90.03,7.11,203,119,42,8,1
CUS0006774,BASIC,32,27.58,11.97,714,179,36,0,0
CUS0003773,basic,61,15.63,4.19,461,140,19,0,0
CUS0002023,basic,7,,9.97,857,187,1,3,0
CUS0007478,standard,28,60.24,9.9,596,223,47,0,0
CUS0000742,BASIC,11,13.07,2.57,357,209,77,2,1
CUS0004878,basic,22,16.1,10.46,168,156,24,1,0
CUS0007062,standard,9,44.76,14.11,899,235,33,6,1
CUS0005430,basic,24,25.91,15.62,381,219,14,0,1
CUS0006457,standard,6,51.93,9.23,537,108,12,3,0
CUS0005852,standard,5,,0.0,733,2,12,3,0
CUS0000219,basic,65,19.1,19.61,453,179,3,4,0
CUS0003327,standard,32,66.36,0.92,572,43,0,3,1
CUS0006217,standard,31,31.09,19.31,470,89,32,1,0
CUS0006645,basic,70,23.06,20.13,916,98,43,2,0
CUS0005930,premium,5,63.0,16.38,161,145,47,4,0
CUS0001077,standard,46,36.35,1.29,739,117,13,3,0
CUS0007585,premium,1,61.05,,857,115,5,4,1
CUS0005462,basic,11,22.7,8.54,127,247,18,0,0
CUS0004729,basic,66,20.58,5.37,459,46,28,1,0
CUS0002581,standard,53,32.47,,645,151,28,0,0
CUS0001670,standard,24,51.83,9.14,706,265,31,0,0
CUS0005045, basic,62,23.5,13.52,567,278,28,0,0
CUS0002728,premium,19,93.49,8.58,539,46,39,1,0
CUS0002817,premium,42,110.61,9.68,218,142,21,2,0
CUS0006507,standard,23,43.49,8.23,93,45,0,3,0
CUS0005602,basic,21,21.39,4.08,761,34,0,1,0
CUS0005463,premium,8,,1.58,693,141,15,0,1
CUS0002564,basic,70,15.22,5.02,480,14,51,2,0
CUS0006019,standard,70,55.5,0.0,826,139,43,0,0
CUS0000500,standard,24,48.64,13.44,56,225,25,2,0
CUS0001630,Basic,38,24.63,1.42,385,131,28,1,0
CUS0002365,premium,6,99.05,5.96,871,207,8,3,0
CUS0007387,standard,20,33.77,6.31,444,28,5,0,0
CUS0004770,standard,54,45.54,8.12,900,125,23,2,0
CUS0003979,standard,57,46.67,,917,195,8,8,0
CUS0000611,basic,17,26.75,2.97,383,141,14,0,0
CUS0000988,basic,26,22.72,12.83,25,126,37,3,0
CUS0004199,basic,59,13.75,13.7,680,133,15,1,0
CUS0004988,basic,52,13.25,10.62,430,134,18,0,0
CUS0006246,premium,66,,11.39,15,90,6,0,0
CUS0004217,standard,8,38.39,10.19,169,272,10,3,1
CUS0004213,standard,12,65.09,5.37,614,21,6,1,0
CUS0007613,standard,28,53.35,3.09,663,235,47,2,1
CUS0001101,basic,16,15.05,9.35,685,50,30,0,0
CUS0005008,standard,16,50.3,2.28,438,123,58,0,1
CUS0003212,basic,66,13.66,1.86,248,148,11,0,0
CUS0000375,standard,23,37.91,16.61,102,299,52,2,0
CUS0003767,basic,9,25.43,7.38,851,138,15,2,0
CUS0003887,standard,40,57.03,5.24,752,150,31,2,0
CUS0003743,basic,64,21.56,0.55,804,250,23,0,0
CUS0005604,standard,64,35.27,11.3,612,222,17,3,0
CUS0005749,premium,72,79.38,4.81,401,60,12,1,0
CUS0006260,premium,20,110.73,14.48,771,12,15,7,1
CUS0007117,basic,23,20.5,9.41,379,49,33,0,0
CUS0000376,premium,14,104.96,13.03,954,142,2,3,0
CUS0004608,basic,57,11.39,6.55,72,178,19,2,1
CUS0007019,basic,54,26.45,6.09,507,281,23,0,0
CUS0005735,basic,57,10.96,8.2,763,32,12,1,0
CUS0006048,basic,44,29.52,21.5,750,107,46,2,0
CUS0001447, basic,24,27.62,9.89,220,108,54,2,0
CUS0006726,basic,24,18.87,1.61,343,84,17,1,0
CUS0003812,basic,1,25.5,,666,72,10,1,0
CUS0001430,premium,63,85.07,11.45,449,128,18,1,0
CUS0007606,Premium,59,,0.0,483,98,21,2,0
CUS0000933,basic,55,29.8,10.89,464,11,19,2,1
CUS0001416,premium,20,68.14,9.76,545,127,2,0,0
CUS0000679,basic,15,12.19,6.99,13,184,69,0,0
CUS0004503,basic,10,18.83,,54,17,2,4,0
CUS0005233,basic,41,21.28,0.0,423,203,29,3,1
CUS0004329,basic,71,12.68,15.67,296,192,41,0,0
CUS0005363,premium,48,109.77,14.16,743,11,2,2,0
CUS0002387,BASIC,9,11.07,9.77,367,209,24,3,1
CUS0005486,basic,25,27.68,1.27,382,114,1,0,0
CUS0000663,basic,50,28.02,2.53,829,263,5,0,0
CUS0004903,basic,25,18.27,6.41,450,242,27,4,1
CUS0005849,standard,9,68.64,13.09,442,236,0,0,0
CUS0003879,basic,40,29.63,16.7,857,89,24,0,0
CUS0005793,basic,64,18.27,5.48,607,291,22,0,0
CUS0006980,standard,51,67.98,2.87,769,174,23,0,0
CUS0005166,premium,70,108.7,7.75,312,166,15,0,0
CUS0006948,basic,60,28.14,14.97,420,159,62,3,0
CUS0005327,basic,6,20.93,5.1,655,293,35,4,1
CUS0004271,basic,44,26.88,5.73,289,231,15,0,0
CUS0002783,premium,70,118.75,18.98,979,156,78,1,0
CUS0007360,basic,31,23.86,5.6,664,233,32,0,0
CUS0004905,basic,66,20.78,8.65,735,239,17,0,1
CUS0005716,basic,45,24.0,7.41,849,248,51,0,0
CUS0001547,standard,5,39.88,5.74,330,21,58,1,0
CUS0006650,premium,27,83.19,20.31,540,175,50,1,0
CUS0003631,premium,17,65.25,3.97,549,84,0,1,1
CUS0002715,standard,10,,6.48,648,178,2,0,0
CUS0007491,premium,34,89.46,9.76,936,118,10,0,0
CUS0001543,basic,20,13.36,2.49,330,122,21,3,0
CUS0005282,Standard,26,,13.68,55,143,13,3,0
CUS0002921,standard,47,,,727,272,70,4,0
CUS0000183,premium,34,86.67,2.9,988,208,29,0,0
CUS0003949,Basic,47,10.91,1.84,867,130,38,1,0
CUS0003020,standard,30,67.67,2.52,330,164,1,1,0
CUS0001560,PREMIUM,31,74.64,24.01,613,262,20,0,0
CUS0000325,premium,46,84.4,13.87,863,300,6,0,0
CUS0001829,standard,11,42.93,,412,233,9,1,0
CUS0007498, basic,70,,0.0,33,222,16,0,0
CUS0004801,premium,4,94.45,19.27,682,206,40,1,1
CUS0001291,basic,60,11.37,0.0,362,134,60,1,0
CUS0001819,basic,4,20.9,11.96,965,287,36,1,1
CUS0000897,premium,5,65.08,8.33,564,71,46,4,0
CUS0002037,standard,66,34.85,14.18,672,259,4,3,0
CUS0005786,premium,49,104.93,16.89,664,233,41,0,0
CUS0007531,basic,71,15.0,2.62,431,235,18,0,0
CUS0003216,basic,40,11.7,11.45,973,143,32,0,0
CUS0007731,basic,56,26.86,2.82,975,243,0,0,0
CUS0004073,standard,42,41.86,11.31,470,227,24,6,0
CUS0005458,basic,9,27.19,16.36,431,203,48,6,1
CUS0001787, standard,68,57.06,0.0,937,137,15,6,1
CUS0003305,basic,39,19.53,7.94,291,70,12,2,1
CUS0002506,basic,17,21.68,2.38,924,61,30,0,1
CUS0002020,basic,3,14.71,9.26,775,54,3,0,0
CUS0002958,basic,39,24.91,0.0,877,210,35,2,1
CUS0001334,STANDARD,48,67.67,4.19,395,12,18,1,1
CUS0002936,standard,1,57.52,14.45,56,241,13,0,0
CUS0001523, standard,30,68.46,3.07,125,226,16,1,0
CUS0005466,basic,66,14.45,9.49,474,182,27,0,0
CUS0003423,premium,6,102.68,7.64,372,150,13,0,0
CUS0006936,basic,20,17.73,18.66,583,97,35,0,0
CUS0005766,standard,59,37.45,10.28,318,273,57,0,0
CUS0004269,basic,1,15.64,0.0,352,12,6,0,0
CUS0007200,basic,65,20.13,8.01,864,8,56,0,0
CUS0003591,premium,28,115.26,,646,77,13,1,0
CUS0003615,Basic,34,29.56,13.28,558,103,2,1,0
CUS0000459, basic,48,10.93,1.03,15,167,52,1,0
CUS0005387,premium,20,90.56,4.79,715,250,1,2,0
CUS0004591,standard,26,69.12,4.16,368,24,33,0,0
CUS0006414,premium,22,110.37,10.04,574,63,14,1,0
CUS0002770,standard,66,36.99,2.74,544,39,16,0,0
CUS0007332,basic,16,11.51,,578,74,16,1,0
CUS0000117,BASIC,68,17.67,6.0,843,23,2,0,0
CUS0001997,standard,41,34.76,2.75,258,111,66,0,0
CUS0004644,basic,13,13.55,4.21,76,260,36,0,1
CUS0002260,standard,72,43.45,2.41,494,266,15,1,0
CUS0004917,basic,69,13.44,11.04,469,167,2,2,0
CUS0001662,standard,65,44.74,12.4,33,96,3,0,0
CUS0005066,premium,54,89.53,12.87,506,181,14,1,0
CUS0000423,standard,30,41.23,5.79,136,126,26,4,0
CUS0000231,basic,50,13.55,5.71,690,29,18,0,0
CUS0004156,basic,36,15.11,8.13,230,153,23,0,0
CUS0000978,basic,45,13.33,12.7,420,145,31,0,0
CUS0007162,basic,27,27.08,13.56,323,83,20,0,0
CUS0000808,basic,38,20.86,,404,92,18,0,0
CUS0001403,standard,51,46.16,5.46,1000,10,22,0,0
CUS0006456,basic,27,11.51,7.91,955,194,5,1,0
CUS0004906,Basic,43,22.42,5.9,50,50,4,3,0
CUS0002398,standard,40,68.73,0.03,708,209,16,4,1
CUS0005356,basic,27,19.49,,511,30,58,1,0
CUS0006251,basic,15,19.26,8.14,237,198,17,0,1
CUS0006449,basic,16,16.82,5.18,324,218,5,4,0
CUS0002955,basic,20,22.77,6.71,544,231,21,0,0
CUS0001505,standard,67,63.12,5.04,410,128,66,0,0
CUS0004764,basic,54,13.04,7.7,378,212,6,1,1
CUS0005333,basic,62,27.95,0.0,391,0,11,0,0
CUS0001933,basic,3,15.36,13.26,793,56,29,0,0
CUS0000322,basic,72,25.48,15.66,149,143,7,0,0
CUS0005897,premium,42,87.39,6.76,570,72,20,0,0
CUS0003777,premium,12,,0.55,125,128,3,0,0
CUS0004137,basic,3,17.38,7.01,943,70,1,3,1
CUS0003933,standard,72,69.79,0.97,765,153,4,0,0
CUS0001573,basic,44,19.61,14.31,98,110,51,3,0
CUS0000410,basic,10,28.64,5.68,813,282,1,8,1
CUS0005936,standard,64,42.9,5.33,941,241,6,0,0
CUS0003796,premium,46,79.71,0.0,932,281,17,0,0
CUS0006032,basic,72,19.74,11.82,913,275,9,0,0
CUS0005469,standard,12,47.37,0.0,75,264,15,4,0
CUS0005546,basic,18,28.4,1.01,526,242,35,0,0
CUS0001880,standard,15,32.28,10.12,991,221,43,0,0
CUS0003798,basic,50,,5.54,257,222,1,2,0
CUS0006825,basic,41,17.16,7.39,582,26,4,0,0
CUS0004034,standard,31,43.42,6.18,822,93,21,0,0
CUS0007656, standard,24,59.31,3.32,997,6,37,0,1
CUS0000058,basic,63,12.36,5.03,371,247,42,0,0
CUS0006844,basic,21,16.63,10.0,975,117,0,4,0
CUS0000138,standard,57,66.75,7.03,209,296,31,8,1
CUS0002155,basic,18,12.81,6.57,653,65,5,2,0
CUS0002853,basic,37,13.88,7.38,190,123,12,0,0
CUS0005555,standard,10,64.25,1.84,80,111,9,1,0
CUS0002382,premium,49,104.7,19.23,422,291,25,6,0
CUS0002583,basic,23,22.95,3.8,941,13,72,1,0
CUS0006750,basic,61,25.79,12.54,834,44,35,0,0
CUS0007940,standard,6,40.35,9.84,44,160,41,2,0
CUS0006859,premium,53,90.01,11.42,481,160,7,0,0
CUS0001004,premium,42,76.11,3.35,39,242,30,0,0
CUS0004740,standard,62,65.39,0.0,136,14,7,0,0
CUS0007972,basic,34,17.38,11.5,533,126,46,0,0
CUS0007689,basic,13,25.2,0.0,245,63,11,0,1
CUS0006644,basic,22,11.05,,364,172,42,0,0
CUS0002504,basic,52,26.02,11.22,215,285,20,0,0
CUS0000485,basic,33,19.35,18.66,796,248,48,0,0
CUS0001248,basic,6,26.4,8.07,970,14,21,0,0
CUS0004633,premium,39,97.25,,88,22,50,7,0
CUS0005087,premium,11,81.25,0.0,736,230,18,0,0
CUS0001463,basic,37,12.96,13.62,500,142,9,0,0
CUS0002656,standard,30,64.69,5.51,659,224,7,1,0
CUS0006505,premium,36,85.43,4.19,394,24,36,5,1
CUS0004896,standard,59,47.01,6.25,955,128,8,0,0
CUS0003866,basic,40,13.05,8.21,44,197,18,1,0
CUS0002311,basic,16,22.09,11.76,580,277,23,0,0
CUS0006074,premium,-1,100.72,1.86,566,293,20,1,0
CUS0003299,standard,42,38.67,11.91,885,27,37,1,0
CUS0001429,basic,64,12.1,0.24,157,202,16,5,1
CUS0005461, standard,5,69.19,9.65,153,5,16,2,1
CUS0005719,premium,42,119.04,7.57,571,242,31,0,0
CUS0001858,premium,15,60.63,0.0,809,250,60,0,0
CUS0000430,standard,55,63.06,8.72,41,103,10,8,1
CUS0000028,basic,72,14.09,13.57,435,271,0,0,0
CUS0004298,standard,8,62.0,0.44,286,267,40,0,0
CUS0004616,basic,69,15.53,6.07,468,148,22,1,0
CUS0007699,BASIC,18,12.99,16.9,183,65,6,5,1
CUS0001496,standard,44,53.66,7.18,137,160,18,0,0
CUS0007047,basic,60,,3.34,766,186,13,0,0
CUS0004285,standard,58,67.81,7.99,493,0,49,0,0
CUS0001042,premium,64,117.65,13.76,422,226,46,0,0
CUS0006884, premium,26,106.9,18.25,604,46,12,2,0
CUS0001538,basic,33,21.73,11.78,775,71,17,5,1
CUS0004494,basic,25,16.95,5.23,490,228,13,0,0
CUS0006010,basic,15,26.97,12.61,953,46,10,2,1
CUS0002780,standard,47,,10.88,746,237,42,3,0
CUS0006131,standard,58,,8.41,94,19,27,1,0
CUS0003625,standard,47,69.24,8.27,436,109,38,5,1
CUS0006657,basic,54,20.95,,94,291,24,0,0
CUS0005893,standard,39,67.71,2.46,515,243,44,1,1
CUS0005827,basic,2,11.75,17.26,135,112,53,3,0
CUS0000390,premium,2,82.7,3.99,618,285,18,0,0
CUS0000473,basic,65,27.65,5.01,96,1,21,0,0
CUS0006099,basic,4,21.25,4.0,762,128,23,0,1
CUS0002140,basic,63,11.47,5.31,592,237,18,0,0
CUS0003748,premium,41,115.81,8.22,215,166,20,1,0
CUS0001200,basic,54,29.51,19.64,437,290,43,1,0
CUS0006549,basic,45,25.72,14.91,530,23,42,5,0
CUS0003302,premium,6,109.49,9.65,485,136,22,0,0
CUS0003680,basic,71,12.11,4.58,824,262,12,0,0
CUS0004046,premium,65,69.9,15.06,723,47,29,3,0
CUS0006209,basic,66,15.85,0.0,443,286,15,2,0
CUS0006041,Standard,62,57.52,5.32,25,193,4,0,0
CUS0006883,basic,20,15.16,8.19,46,216,20,1,0
CUS0007896,standard,23,35.66,13.56,642,5,20,0,0
CUS0007288,basic,31,28.7,10.81,834,75,21,6,1
CUS0000469,basic,30,14.28,0.0,48,99,70,0,1
CUS0000197,standard,46,38.86,4.94,520,249,51,0,0
CUS0003146,basic,42,24.81,2.49,106,172,16,2,0
CUS0001168,basic,9,17.57,8.28,244,29,10,0,0
CUS0006759,premium,19,93.22,0.91,99,73,24,5,0
CUS0007680,standard,37,69.39,8.06,758,202,25,0,0
CUS0007159,premium,9,62.22,0.0,531,23,31,6,1
CUS0000762,standard,40,47.33,14.08,127,81,55,4,0
CUS0002693,premium,42,87.88,7.12,702,53,18,1,0
CUS0005025,basic,59,29.89,0.0,146,278,52,0,0
CUS0002584,basic,48,24.35,11.19,928,210,21,2,1
CUS0005390,basic,8,10.64,1.34,238,106,22,0,1
CUS0000380,basic,60,29.03,5.27,454,66,1,2,0
CUS0000516,Basic,53,10.76,9.12,621,167,31,0,0
CUS0002050,standard,26,55.95,18.87,521,132,27,0,0
CUS0000439,premium,55,106.65,3.36,118,134,45,2,0
CUS0000783,premium,62,87.29,11.65,173,219,56,2,0
CUS0003168,basic,12,25.61,0.0,517,58,25,0,0
CUS0005444,standard,49,64.51,7.22,292,227,37,0,0
CUS0006836,basic,15,22.28,10.39,115,105,45,1,0
CUS0006621,Standard,14,59.91,14.33,516,64,16,3,0
CUS0003800,standard,15,56.72,,231,99,79,0,1
CUS0000751,premium,42,79.99,0.0,424,299,13,4,0
CUS0007013,standard,12,46.91,,923,87,3,8,1
CUS0007362,standard,1,39.01,2.98,312,211,16,1,0
CUS0001897,BASIC,20,23.62,7.81,655,40,47,0,0
CUS0001050,basic,11,12.51,1.67,411,167,34,3,1
CUS0001036,Basic,63,12.63,5.9,744,151,10,0,0
CUS0003886,standard,9,54.4,0.0,356,83,9,0,0
CUS0004551,basic,55,23.09,14.37,875,29,72,3,0
CUS0002597,basic,35,29.01,9.02,596,11,68,0,1
CUS0002353,basic,12,29.39,3.04,937,182,49,3,0
CUS0000987,basic,8,28.22,4.91,532,290,25,0,0
CUS0001367,basic,36,17.98,11.7,897,170,12,0,0
CUS0002498,premium,25,107.83,17.69,127,151,42,0,0
CUS0002524,premium,20,76.5,1.18,703,287,42,1,0
CUS0004451,PREMIUM,42,89.31,,756,207,35,1,0
CUS0005159,basic,28,20.14,9.96,790,286,0,1,0
CUS0005695,basic,23,13.33,7.73,994,279,34,0,0
CUS0000886,basic,10,28.68,11.4,401,81,38,1,1
CUS0000722,standard,56,49.94,1.72,775,273,21,6,1
CUS0006991,STANDARD,25,61.24,1.06,298,156,18,0,0
CUS0007897,basic,41,29.97,6.73,849,277,2,1,0
CUS0005204,basic,2,12.67,14.98,129,109,3,0,0
CUS0003214,basic,66,24.43,2.8,839,18,10,0,0
CUS0004517,basic,47,19.68,0.4,792,130,36,2,0
CUS0006345,basic,39,28.69,5.83,432,184,30,6,1
CUS0005584,basic,19,12.28,10.4,252,279,15,1,0
CUS0007678,basic,69,23.9,9.41,730,63,30,0,0
CUS0000680,standard,10,32.7,0.04,428,182,43,0,1
CUS0004079,basic,71,24.97,7.08,925,82,47,1,0
CUS0007650,standard,5,68.03,11.12,439,98,2,0,0
CUS0006143,Standard,58,46.28,13.75,901,270,13,0,0
CUS0005858,basic,67,22.82,11.33,167,233,5,1,0
CUS0005334,standard,11,64.93,10.88,142,167,28,1,0
CUS0000051,basic,62,18.26,12.44,157,204,55,0,0
CUS0004955,Premium,24,64.19,9.29,371,118,27,0,1
CUS0002765,basic,46,12.24,5.71,941,257,26,0,0
CUS0000806,premium,4,98.17,6.8,321,299,34,3,1
CUS0000329,basic,37,20.0,0.0,283,93,19,0,0
CUS0000075,basic,19,13.97,9.09,372,162,43,0,0
CUS0007642,basic,64,25.32,9.65,425,280,11,0,0
CUS0000874,BASIC,20,12.14,19.81,312,16,4,6,1
CUS0002282,premium,7,61.94,0.0,964,160,53,2,1
CUS0004724,standard,30,39.92,6.26,17,28,14,1,0
CUS0004396, premium,48,84.75,15.25,845,41,18,0,0
CUS0001965,basic,64,26.3,0.0,629,69,9,0,0
CUS0004384,basic,51,23.84,6.59,211,134,33,5,0
CUS0005396,basic,50,13.83,3.98,191,196,5,3,0
CUS0007511,basic,44,10.01,2.62,25,87,65,1,0
CUS0006054,Standard,30,59.69,21.69,414,111,17,1,0
CUS0005251,premium,31,70.02,11.65,759,270,21,1,0
CUS0006863,premium,36,117.29,18.43,829,211,16,0,0
CUS0006696,basic,49,12.89,12.73,537,35,68,0,1
CUS0005608,standard,26,69.83,11.29,482,57,26,0,0
CUS0001792,basic,35,26.6,4.57,123,155,28,0,0
CUS0006388,standard,43,45.47,8.84,693,250,0,0,0
CUS0006376,basic,62,15.21,3.43,795,254,21,0,0
CUS0002132,standard,8,31.41,3.14,657,75,6,0,0
CUS0003439,basic,27,22.23,0.91,307,115,18,2,0
CUS0007308,standard,27,47.24,4.39,462,107,18,8,1
CUS0007355,basic,45,14.94,,241,278,13,0,1
CUS0006361,basic,65,19.12,12.66,323,29,38,0,0
CUS0000341,standard,19,45.33,3.79,521,74,45,0,0
CUS0000835,basic,34,26.58,0.93,10,29,10,0,0
CUS0007669,standard,68,56.29,,742,139,63,1,0
CUS0005388,basic,41,15.8,13.78,662,224,24,0,0
CUS0005237,standard,72,6528.0,8.83,313,207,49,2,1
CUS0002059,basic,31,22.49,7.62,43,183,28,1,0
CUS0002280,standard,50,48.22,0.0,686,205,7,0,0
CUS0004542,standard,69,67.33,0.0,919,28,56,3,1
CUS0003027,PREMIUM,27,77.75,3.82,929,292,9,4,1
CUS0005816,basic,65,27.88,0.0,887,206,8,1,0
CUS0005313,premium,16,111.18,8.54,878,23,1,1,0
CUS0002547,standard,15,61.6,8.58,590,187,14,3,0
CUS0006889,basic,26,17.53,1.82,215,36,33,0,0
CUS0002279,premium,14,91.26,9.16,792,199,31,1,1
CUS0005515,standard,7,55.86,0.0,910,168,11,3,1
CUS0003157,standard,55,51.12,17.19,595,34,30,0,0
CUS0001190,premium,72,101.81,21.59,897,207,29,0,0
CUS0004020,basic,59,15.19,6.69,454,195,7,2,0
CUS0007536,standard,30,,11.99,531,112,21,4,0
CUS0001530,standard,31,60.52,3.8,837,148,9,0,0
CUS0002694,standard,32,48.17,10.6,487,103,43,0,0
CUS0007968,standard,67,30.94,8.39,38,211,11,0,0
CUS0004351,basic,43,10.45,0.82,747,51,16,1,0
CUS0003617,basic,51,13.75,,312,142,19,1,0
CUS0003241,basic,42,17.24,7.61,943,13,47,2,0
CUS0002458,standard,65,64.05,5.89,670,21,58,0,0
CUS0006786,standard,18,54.3,,838,229,34,0,1
CUS0007984,standard,5,45.24,0.74,512,86,1,0,0
CUS0006653,standard,14,59.73,10.68,605,21,4,0,0
CUS0000721,basic,28,14.33,19.49,869,232,12,2,0
CUS0000699,standard,5,35.21,16.4,257,137,3,4,1
CUS0000796,premium,51,70.48,12.5,683,59,3,1,0
CUS0005713,basic,15,25.69,12.26,993,239,6,0,0
CUS0002375,standard,1,60.5,0.0,74,108,6,4,0
CUS0002849,basic,48,21.96,13.47,402,8,3,1,0
CUS0000546,basic,46,13.05,15.69,785,288,19,6,0
CUS0004241,standard,10,54.58,20.27,334,38,35,0,0
CUS0007527,basic,58,22.04,6.66,510,43,17,0,0
CUS0003894,standard,3,33.84,10.43,731,160,10,0,0
CUS0003099,standard,5,35.48,0.0,822,155,6,3,0
CUS0001962,premium,64,77.13,0.0,573,96,10,0,0
CUS0002066,standard,43,60.22,11.59,299,275,18,1,0
CUS0004540,standard,57,36.59,8.49,169,155,3,2,0
CUS0000708,basic,32,24.09,15.71,450,199,10,0,0
CUS0006382,standard,35,50.35,7.8,439,284,30,0,0
CUS0007592,Basic,55,14.47,12.1,170,56,11,0,0
CUS0002214,basic,12,22.17,10.6,270,57,43,0,1
CUS0001970,premium,22,91.07,8.32,913,114,25,2,0
CUS0001449,basic,27,10.49,8.47,821,204,2,0,0
CUS0000480,basic,61,17.89,8.94,117,121,13,0,0
CUS0000926,standard,48,30.81,1.17,801,174,2,0,0
CUS0001238,standard,13,32.96,15.24,255,119,29,1,0
CUS0005727,standard,71,46.88,14.44,222,232,8,3,0
CUS0005311,standard,68,,5.18,870,167,55,1,0
CUS0000898,basic,11,29.25,2.36,417,85,4,0,0
CUS0007034,basic,20,25.5,6.78,111,244,4,2,0
CUS0006165,basic,22,15.44,0.0,818,30,54,1,1
CUS0004145,STANDARD,15,30.29,8.22,495,113,0,1,0
CUS0003827,basic,68,22.03,6.63,988,255,4,1,0
CUS0005595,standard,10,65.09,0.0,719,262,72,0,0
CUS0003857,premium,9,66.31,12.23,927,284,56,0,1
CUS0000588,standard,68,62.37,,736,129,46,0,0
CUS0005216,basic,2,23.03,,589,288,1,0,0
CUS0006855,basic,34,16.67,13.61,270,79,2,1,0
CUS0000792,premium,22,72.03,4.69,542,161,38,2,0
CUS0002700,premium,24,86.14,18.59,282,66,70,0,0
CUS0001431,standard,16,58.65,10.21,573,160,4,1,1
CUS0003223,STANDARD,25,51.85,13.0,120,256,18,2,0
CUS0006567,basic,7,11.57,0.16,567,56,1,1,0
CUS0001234,standard,32,69.33,5.64,250,297,35,0,1
CUS0001155,basic,41,25.74,13.58,970,214,9,0,0
CUS0002454,basic,55,23.99,8.71,384,53,73,2,0
CUS0001762,basic,28,19.16,13.25,900,222,38,2,0
CUS0001645,basic,57,12.92,16.01,71,294,17,0,0
CUS0006522,basic,65,28.0,10.38,339,145,47,0,0
CUS0001600,basic,25,11.45,7.02,712,210,34,1,0
CUS0006988,basic,5,21.25,6.3,629,53,33,6,1
CUS0007304,basic,55,29.62,1.9,67,50,19,0,0
CUS0003148,standard,47,59.36,0.0,906,298,15,0,0
CUS0005143,basic,1,14.03,11.43,114,152,1,0,0
CUS0001298,premium,52,91.82,14.56,72,236,30,1,0
CUS0003760,basic,28,25.51,10.94,157,8,5,0,0
CUS0007537,basic,28,12.03,4.18,254,46,0,2,0
CUS0004569,premium,53,116.37,10.64,182,63,31,1,0
CUS0007168,standard,23,34.09,1.68,267,77,32,2,1
